LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20080325_Beston_P32-KC7.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-14
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050621_MML_P178Jing-F10.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
Claus_25 dld_silac3	none	none	Models from 'C:\spectra\pawson\Claus_25\silac\dld_silac3\2404_DLD_Silac3_A15.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-19
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050319_MML_P169Andy-C10.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-26
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\2\262_Citrine_Dock3_V4057_GFPtrap_sepharose_RHOG_HS.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: 262 Citrine Dock3 V4057 GFPtrap sepharose RHOG HS	none	none	none	2010-03-30
ORBITRAP Claus_25 cmn other	none	none	Models from 'Z:\spectra\ORBITRAP\Claus_25\cmn\other\done\010708_DWBidirA_b1_10min_pY100_IP1.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-17
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050806_MML_P182Clark-D02.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-28
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20080325_Beston_P32-NA8.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-14
Claus_25 silac	none	none	Models from 'D:\spectra\Claus_25\silac\other\010709_SILAC2_MDB_00ACM_pTyr100.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-20
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050621_MML_P178Jing-F04.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050702_MML_IVANandRIZALDI_34-A11_1061.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-28
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050501_MML_PDP0001_27-A02_959.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
Claus_25 other	none	none	Models from 'D:\spectra\Claus_25\other\070608_Anorm_rep.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-19
QStar Elite data	none	none	Models from 'C:\spectra\Elite\2009_03_12_Dock_RHG-6_RHGXX_seph_tran_120309_P43-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-21
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050412_MML_P173Jerry-A06.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
Claus_25 other	none	none	Models from 'D:\spectra\Claus_25\other\120609_MDA_0_CCM_4G10.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-19
20081024_JingconA_A137_P17	none	none	Models from 'F:\thegpm\spectra\pawson\20081024_JingconA_A137_P17\B05_6096.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-18
Claus_25 dld_silac3	none	none	Models from 'C:\spectra\pawson\Claus_25\silac\dld_silac3\2404_DLD_Silac3_A4.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-19
QStar Elite data	none	none	Models from 'C:\spectra\Elite\2008_10_17_KP035-GRK1_FC176_KP035-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-19
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20090112_Yosr-VN2009013_E16.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-25
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20090324_Packets6_P43-Packet6_104_Citrine-DOCK8_V4983_M2_rename.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-29
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\2\Packet6_103_3FLAG-Cdc42_G12V_V1834_M2_rerun.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: Packet6 103 3FLAG-Cdc42 G12V V1834 M2 rerun	none	none	none	2010-03-30
Kinase Project 2009_04_24_KP065	none	none	Models from 'c:\spectra\Kinase Project 2009\2009_04_24_KP065\PRKY_FC156_KP065_240409.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-25
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20080505_conA_jing_A129_P17-A07_5297.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-16
Elite data	none	none	Models from 'C:\spectra\Elite\QSTARELITE-PawsonLab_2009-2009_05_06_yz_GRP-GRP_0422_yz_060509.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-02
20081024_JingconA_A137_P17	none	none	Models from 'F:\thegpm\spectra\pawson\20081024_JingconA_A137_P17\C02_6105.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-18
Claus_25 done 3	none	none	Models from 'C:\spectra\Claus_25\other\done3\CJnorm_7-7_A_deltaIC.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-05
Kinase Project 2009	none	none	Models from 'D:\spectra\kinase\2\cmn\SRC_FC230_KP060_070409-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Karen Colwill, Pawson Lab	none	none	none	none	2009-10-12
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20090324_Packets6_P43-Packet6_105_Citrine-ELMO1_V4705_GFPtrap_partialrun.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-29
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20080110_Yong_P17-20080110_7.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-13
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050702_MML_IVANandRIZALDI_34-A04_1054.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-28
ORBITRAP Claus_25 cmn other	none	none	Models from 'Z:\spectra\ORBITRAP\Claus_25\cmn\other\done\010708_DWBidirA_b1DIC_10min_pY100_IP1.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-17
Claus_25 other	none	none	Models from 'D:\spectra\Claus_25\other\070608_eb1_heavy_10min_IP1.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-19
Kinase Project 2009	none	none	Models from 'D:\spectra\kinase\2\cmn\PRKY_FC156_KP065_240409-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Karen Colwill, Pawson Lab	none	none	none	none	2009-10-11
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20051102_MML_Rizaldy20051101_51-G12_1743.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-29
Claus_25 done 3	none	none	Models from 'C:\spectra\Claus_25\other\done3\CJ_norm_2701_BdeltaIC.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-05
Elite data	none	none	Models from 'C:\spectra\Elite\QSTARELITE-Andrew-2008_11_14_KP040-MAP3K8_FC114_141108_KP040.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-01
20081125_S3HUVECB35_A139_P17	none	none	Models from 'F:\thegpm\spectra\pawson\20081125_S3HUVECB35_A139_P17\A10_6274.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-22
20090324_Packets6_P43	none	none	Models from 'F:\thegpm\spectra\pawson\20090324_Packets6_P43\Packets6_61_3FLAG_Grb2_M2-sepharose_090614175838.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-03
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050806_MML_P182Clark-E07.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-28
Elite data	none	none	Models from 'C:\spectra\Elite\QSTARELITE-PawsonLab_2009-2009_06_08_dmArg_CC-Lin28A_5_090609.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-02
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20081024_JingconA_A137_P17-E08_6135re.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-23
Claus_25 other	none	none	Models from 'D:\spectra\Claus_25\other\220208_bidirAsortB1_ptyr100_IP1.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-19
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20081125_S3HUVECB35_A139_P17-D07_6307.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-24
Orbitrap mgfs SLRI	none	none	Models from 'F:\thegpm\spectra\pawson\Orbitrap_mgfs_SLRI\cmn\NB_Grb2_I146R+.mgf.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-08-19
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\20071205_chen120507_A117_P17-D05_4870.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-16
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20081125_S3HUVECB35_A139_P17-B09_6285.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-24
QStar Elite rat data	none	none	Models from 'C:\spectra\Elite\rat\2008_04_25_ShcA_0415s-R8_0415_SchA_repeatA-s1.mzXML.cmn'	rat	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-13
QStar Elite data	none	none	Models from 'C:\spectra\Elite\2008_09_25_grb2-VI_Grb2_ut_2509-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-19
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050621_MML_P178Jing-G01.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\2\Packet6_114_Citrine-PLEKHG4_V3711.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: Packet6 114 Citrine-PLEKHG4 V3711	none	none	none	2010-03-30
Claus_25 other	none	none	Models from 'D:\spectra\Claus_25\other\270308_A+b1_norm.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-19
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20090220_Yong_P17-GFP_p52ShcA_Sgk269_co-transfection_EGF_treatment2.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\TYE_20050422_YST_BL01-D02.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-30
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050412_MML_P173Jerry-B10.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
20070625_Andy_P17 Pard3_CalA	none	none	Models from 'F:\thegpm\spectra\pawson\20070625_Andy_P17\376_Pard3_YFP-PP1a2.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-04
20080421_DP47_A128_P17	none	none	Models from 'F:\thegpm\spectra\pawson\20080421_DP47_A128_P17\B05_5261.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-04
20090324_Packets6_P43	none	none	Models from 'F:\thegpm\spectra\pawson\20090324_Packets6_P43\Packets6_66_Citrine_FGD1_gfptrap_magnet_2nd_injection.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-04
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20090119_YONG_P17-20090119_YONG_6re.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-26
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20080110_Yong_P17-20080110_6.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-13
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20051102_MML_Rizaldy20051101_51-E01_1708.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-29
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050417_MML_P175Clark-A06.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
20082020_Jonathon_P17	none	none	Models from 'F:\thegpm\spectra\pawson\20082020_Jonathon_P17\20081020_Jonathon_C3_120mins.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-23
Claus_25 other	none	none	Models from 'D:\spectra\Claus_25\other\090308_ADD_norm.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-19
Claus_25 other	none	none	Models from 'D:\spectra\Claus_25\other\261107_BidirA_20min_4G10_1_spin.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-19
20080709 ShcA	none	none	Models from 'F:\thegpm\spectra\pawson\2008_07_09_ShcA\Data\cmn\6_Sch_0622-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson lab	none	none	none	none	2009-08-19
ORBITRAP Claus_25 cmn other	none	none	Models from 'Z:\spectra\ORBITRAP\Claus_25\cmn\other\done\010708_DWBidirA_b1DIC_10min_4G10_IP1_080708205936.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-17
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\1\Packets6_14_c9orf100_Citrine_GFPtrap_magent.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: Packets6 14 c9orf100 Citrine GFPtrap magent	none	none	none	2010-03-25
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050404_MML_P172Jerry-C05.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
20082020_Jonathon_P17	none	none	Models from 'F:\thegpm\spectra\pawson\20082020_Jonathon_P17\wash_RW1_C3.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-24
Claus_25 dld_silac3	none	none	Models from 'C:\spectra\pawson\Claus_25\silac\dld_silac3\2707_DLD_B61_SILAC3_B6.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-20
20080707_DP49_A134_P17	none	none	Models from 'F:\thegpm\spectra\pawson\20080707_DP49_A134_P17\E01_5759.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-15
Claus_25 other	none	none	Models from 'D:\spectra\Claus_25\other\230208_DWB2_b1Fc_5min_4G10_IP1.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-19
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20080325_Beston_P32-NF7.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-15
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050328_MML_P170Rob-G01.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
Claus_25 dld_silac3	none	none	Models from 'C:\spectra\pawson\Claus_25\silac\dld_silac3\2406_DLD_eB1_SILAC3_NA.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-20
20081024_JingconA_A137_P17	none	none	Models from 'F:\thegpm\spectra\pawson\20081024_JingconA_A137_P17\G05_6156.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-18
Claus_25 dld_silac3	none	none	Models from 'C:\spectra\pawson\Claus_25\silac\dld_silac3\2404_DLD_Silac3_A6.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-20
Elite data	none	none	Models from 'C:\spectra\Elite\QSTARELITE-Andrew-2008_11_17-MARK2_FC109_KP039.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-01
Nick_P17	none	none	Models from 'C:\spectra\pawson\Nick_P25\Nck1_A4KD.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-19
Jing_p25	none	none	Models from 'C:\spectra\pawson\Jing_p25\Jing_A3_4_orbi.mgf'	human	none	none	none	none	none	Pawson Lab	none	none	none	none	2009-09-19
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20080110_Yong_P17-20080110_2.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-13
20090324_Packets6_P43	none	none	Models from 'F:\thegpm\spectra\pawson\20090324_Packets6_P43\Packets6_22_Citrine_DOCK5_GFPtrap_sepharose.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-02
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20081125_S3HUVECB35_A139_P17-D12_6312.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-25
20081125_JayOct292008_A138_P17	none	none	Models from 'F:\thegpm\spectra\pawson\20081125_JayOct292008_A138_P17\A01_6252.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-21
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20080505_conA_jing_A129_P17-C05_5319.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-16
20070625_Andy_P17 Pard3_CalA	none	none	Models from 'F:\thegpm\spectra\pawson\20070625_Andy_P17\377_Pard3_untreated2.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-04
Claus_25 other	none	none	Models from 'D:\spectra\Claus_25\other\230208_sortB2_b1Fc_5min_4G10_IP1.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-19
Claus_25 other	none	none	Models from 'D:\spectra\Claus_25\other\270308_bidirA+B1DIC_ptyr100_IP1.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-20
ORBITRAP Claus_25 cmn other	none	none	Models from 'Z:\spectra\ORBITRAP\Claus_25\cmn\other\done1\171107_bidirA_150s_ptyr100_1.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-18
Claus_25 done 3	none	none	Models from 'C:\spectra\Claus_25\other\done3\DHX38_DMSO_280908.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-05
Elite data	none	none	Models from 'C:\spectra\Elite\QSTARELITE-PawsonLab_2009-2009_04_20_Chen-DDX4_s3_dmArg_030609.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-01
QStar Elite yeast data	none	none	Models from 'C:\spectra\Elite\yeast\2008_03_17-Yeast_6_DEon-s1.mzXML.cmn'	yeast	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-14
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20080707_DP49_A134_P17-A12_5722.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-21
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20080707_DP49_A134_P17-C12_5746.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-21
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\1\Packets6_47_Citrine_3xFLAG_Rich1_M2-sepharose.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: Packets6 47 Citrine 3xFLAG Rich1 M2-sepharose	none	none	none	2010-03-26
QStar Elite data	none	none	Models from 'C:\spectra\Elite\2008_08_28-Rod-_2108-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-19
20080529_Sushi1_A130_P17	none	none	Models from 'F:\thegpm\spectra\pawson\20080529_Sushi1_A130_P17\D11_5398re.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-05
Claus_25 other	none	none	Models from 'D:\spectra\Claus_25\other\261107_BidirA_20min_4G10_IP2.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-19
20080709 ShcA	none	none	Models from 'F:\thegpm\spectra\pawson\2008_07_09_ShcA\Data\cmn\10_Sch_0622-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson lab	none	none	none	none	2009-08-19
20090324_Packets6_P43	none	none	Models from 'F:\thegpm\spectra\pawson\20090324_Packets6_P43\Packets6_59_Citrine_RICH1_Miltenyi_beads.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-03
Jing_p25	none	none	Models from 'C:\spectra\pawson\Jing_p25\Jing_B3_B4_B5_orbi.mgf'	human	none	none	none	none	none	Pawson Lab	none	none	none	none	2009-09-19
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050414_MML_P174Andy-C05.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
Claus_25 done 3	none	none	Models from 'C:\spectra\Claus_25\other\done3\CJ_6-3-7_Anorm.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-05
Elite data	none	none	Models from 'C:\spectra\Elite\QSTARELITE-PawsonLab_2009-2009_06_24_NickB-LS_minus_030709.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-02
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\2\186_3FLAG_RASGRF2_V3580_M2Sepharose.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: 186 3FLAG RASGRF2 V3580 M2Sepharose	none	none	none	2010-03-28
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20080225_Ricks_plate_A1234_P43-B02_5075.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-14
Kinase Project 2009 2009_05_28_KP070	none	none	Models from 'C:\spectra\Kinase Project 2009\2009_05_28_KP070\MAK_FC179_KP070_050609.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-30
ORBITRAP Claus_25 cmn imac	none	none	Models from 'Z:\spectra\ORBITRAP\Claus_25\cmn\imac\done\040807_DLDeB1_SILAC3_IMAC_B.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-17
Claus_25 done 3	none	none	Models from 'C:\spectra\Claus_25\other\done3\rafteA2_1_140407.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-05
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\2\1794_134_ARHGAP28_V4684_M2.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: 1794 134 ARHGAP28 V4684 M2	none	none	none	2010-03-28
QStar Elite data	none	none	Models from 'C:\spectra\Elite\2008_11_11_MK-noDNA_MK_111108-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-20
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\2\163_3FLAG_Rac1_Q61l_V4575_M2_Sepharose(nosampleintube).RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: 163 3FLAG Rac1 Q61l V4575 M2 Sepharose(nosampleintube)	none	none	none	2010-03-27
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\20070829_Jerry_P17-D05.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-15
